symbol,side,entry_time,exit_time,rank,score,feature_score,estimated_win_rate,selection_score,entry_price,exit_price,stop_loss,take_profit,risk_pct,net_r,gross_r,cost_r,mfe_r,mae_r,win,close_reason
SYNUSDT,SHORT,2026-06-21T14:10:00+00:00,2026-06-21T14:19:59.999000+00:00,1,34.39,81.21,0.6149,66.2979,0.14235,0.1416094288,0.1446996066,0.1376507868,1.650584,0.54917,0.597638,0.048468,1.293834,-0.034048,True,LOCKED_STOP
SLXUSDT,LONG,2026-06-21T15:15:00+00:00,2026-06-21T15:24:59.999000+00:00,1,23.59,100.0,0.725,77.5385,0.20054,0.1984555087,0.1984555087,0.2047089825,1.039439,-1.172123,-1.095158,0.076965,0.033581,-1.252104,False,SL
SYNUSDT,LONG,2026-06-21T15:25:00+00:00,2026-06-21T15:29:59.999000+00:00,1,46.81,83.9,0.6235,69.7157,0.1504,0.1479112507,0.1479112507,0.1553774987,1.654754,-1.107748,-1.059402,0.048346,0.50226,-1.414365,False,SL
SLXUSDT,LONG,2026-06-21T19:00:00+00:00,2026-06-21T19:04:59.999000+00:00,1,23.33,100.0,0.725,77.4995,0.21276,0.2108427832,0.2108427832,0.2165944335,0.901117,-1.198697,-1.109918,0.088779,0.271227,-1.794268,False,SL
SLXUSDT,SHORT,2026-06-21T19:15:00+00:00,2026-06-21T19:29:59.999000+00:00,1,30.05,89.21,0.6405,70.2709,0.20768,0.2097363742,0.2097363742,0.2035672516,0.990165,-1.182839,-1.102044,0.080795,0.350131,-2.057019,False,SL
SLXUSDT,SHORT,2026-06-21T23:15:00+00:00,2026-06-21T23:19:59.999000+00:00,1,21.66,100.0,0.725,77.249,0.20779,0.2093578904,0.2093578904,0.2046542191,0.754555,-1.239618,-1.133595,0.106023,0.0,-1.243709,False,SL
SYNUSDT,SHORT,2026-06-21T23:45:00+00:00,2026-06-21T23:49:59.999000+00:00,1,26.1,100.0,0.725,77.915,0.17022,0.1736388869,0.1736388869,0.1633822263,2.008511,-1.090644,-1.050814,0.039831,0.152096,-1.0442,False,SL
BLESSUSDT,SHORT,2026-06-22T00:25:00+00:00,2026-06-22T00:39:59.999000+00:00,1,30.95,100.0,0.725,78.6425,0.008371,0.0083271752,0.0084616149,0.0081897702,1.082486,0.576231,0.650135,0.073904,1.46775,-0.430393,True,LOCKED_STOP
BEATUSDT,SHORT,2026-06-22T01:20:00+00:00,2026-06-22T01:24:59.999000+00:00,1,24.88,100.0,0.725,77.732,1.781,1.7965519676,1.7965519676,1.7498960648,0.873215,-1.207192,-1.115577,0.091615,0.064301,-1.671814,False,SL
BEATUSDT,SHORT,2026-06-22T01:55:00+00:00,2026-06-22T02:14:59.999000+00:00,1,18.86,100.0,0.725,76.829,1.774,1.7669688882,1.7891568537,1.7436862926,0.854389,0.521942,0.615576,0.093634,1.451489,-0.263907,True,LOCKED_STOP
BEATUSDT,LONG,2026-06-22T03:20:00+00:00,2026-06-22T03:24:59.999000+00:00,1,25.19,100.0,0.725,77.7785,1.764,1.7516451009,1.7516451009,1.7887097983,0.700391,-1.255928,-1.141707,0.114222,0.242819,-1.133154,False,SL
BEATUSDT,SHORT,2026-06-22T03:25:00+00:00,2026-06-22T03:44:59.999000+00:00,1,22.86,83.69,0.6228,66.0018,1.752,1.7645990707,1.7645990707,1.7268018585,0.719125,-1.251374,-1.140128,0.111246,0.555597,-1.031822,False,SL
SYNUSDT,LONG,2026-06-22T07:15:00+00:00,2026-06-22T07:19:59.999000+00:00,1,44.81,100.0,0.675,78.7215,0.22353,0.2195841131,0.2195841131,0.2314217738,1.765261,-1.10094,-1.055621,0.045319,1.322897,-1.026385,False,SL
SYNUSDT,LONG,2026-06-22T07:30:00+00:00,2026-06-22T07:34:59.999000+00:00,1,58.63,80.67,0.6131,69.6218,0.24216,0.254268,0.236106,0.254268,2.5,1.426521,1.458521,0.032,2.58672,-0.436075,True,TP
BLESSUSDT,SHORT,2026-06-22T08:00:00+00:00,2026-06-22T08:04:59.999000+00:00,1,36.57,95.56,0.6608,74.9192,0.008063,0.0081577065,0.0081577065,0.007873587,1.174581,-1.154289,-1.08618,0.068109,0.126707,-1.161483,False,SL
HEIUSDT,SHORT,2026-06-22T12:55:00+00:00,2026-06-22T13:04:59.999000+00:00,1,23.88,85.48,0.6785,69.1894,0.09185,0.0925010219,0.0925010219,0.0905479561,0.708788,-1.255026,-1.142157,0.112869,0.030721,-1.228837,False,SL
HEIUSDT,SHORT,2026-06-22T13:25:00+00:00,2026-06-22T13:29:59.999000+00:00,1,35.33,100.0,0.725,79.2995,0.09094,0.0915829249,0.0915829249,0.0896541503,0.706977,-1.255676,-1.142519,0.113158,0.0,-1.197652,False,SL
SYNUSDT,SHORT,2026-06-22T13:30:00+00:00,2026-06-22T13:44:59.999000+00:00,1,43.97,98.83,0.6713,77.9192,0.2484,0.237718,0.25461,0.23598,2.5,1.289405,1.321405,0.032,2.653784,-0.202899,True,AMBIGUOUS_STOP_FIRST
SNDKUSDT,LONG,2026-06-22T15:10:00+00:00,2026-06-22T15:24:59.999000+00:00,1,39.73,79.62,0.6098,66.1799,2341.78,2324.2010610504,2324.2010610504,2376.9378778993,0.750666,-1.238721,-1.132149,0.106572,0.636557,-1.033623,False,SL
SNDKUSDT,SHORT,2026-06-22T15:35:00+00:00,2026-06-22T16:14:59.999000+00:00,1,38.31,83.92,0.6235,68.4523,2297.06,2313.7147667951,2313.7147667951,2263.7504664097,0.725047,-1.249329,-1.138992,0.110338,0.591422,-1.395997,False,SL
SYNUSDT,LONG,2026-06-22T16:35:00+00:00,2026-06-22T16:39:59.999000+00:00,1,56.21,99.31,0.6728,80.0327,0.253,0.246675,0.246675,0.26565,2.5,-1.070981,-1.038981,0.032,0.006324,-1.494071,False,SL
QNTXUSDT,SHORT,2026-06-22T16:45:00+00:00,2026-06-22T16:49:59.999000+00:00,1,49.48,77.79,0.6539,68.5846,68.96,69.5879325635,69.5879325635,67.7041348731,0.910575,-1.198733,-1.110876,0.087857,0.0,-1.226246,False,SL
SYNUSDT,LONG,2026-06-22T16:55:00+00:00,2026-06-22T17:04:59.999000+00:00,1,62.3,100.0,0.675,81.345,0.26772,0.261027,0.261027,0.281106,2.5,-1.070981,-1.038981,0.032,0.712685,-1.671896,False,SL
BLESSUSDT,LONG,2026-06-22T17:20:00+00:00,2026-06-22T17:29:59.999000+00:00,1,44.25,100.0,0.725,80.6375,0.01028,0.0103596931,0.01008214,0.0106757199,1.924708,0.607192,0.648757,0.041565,1.430305,-1.278682,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-22T18:20:00+00:00,2026-06-22T18:44:59.999000+00:00,1,43.78,96.08,0.6625,76.3012,0.2656,0.2668128274,0.2595358629,0.2777282742,2.283184,0.520585,0.555624,0.035039,1.022404,-0.756909,True,LOCKED_STOP
BLESSUSDT,LONG,2026-06-22T21:50:00+00:00,2026-06-22T22:09:59.999000+00:00,1,39.27,100.0,0.725,79.8905,0.010827,0.010651008,0.010651008,0.0111789839,1.625491,-1.109705,-1.06049,0.049216,0.511387,-1.289832,False,SL
SYNUSDT,LONG,2026-06-22T22:35:00+00:00,2026-06-22T22:54:59.999000+00:00,1,43.95,96.35,0.6633,76.4828,0.27774,0.307905,0.2707965,0.291627,2.5,2.597525,2.629525,0.032,5.481385,-0.593361,True,AMBIGUOUS_STOP_FIRST
BLESSUSDT,LONG,2026-06-22T22:55:00+00:00,2026-06-22T23:04:59.999000+00:00,1,34.77,93.02,0.6527,73.1811,0.010805,0.0108807152,0.0106529656,0.0111090688,1.407075,0.620369,0.677224,0.056856,1.519393,-0.111817,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-23T01:40:00+00:00,2026-06-23T01:59:59.999000+00:00,1,38.35,93.52,0.6543,74.0071,0.26232,0.255762,0.255762,0.275436,2.5,-1.070981,-1.038981,0.032,0.695334,-1.703263,False,SL
BLESSUSDT,SHORT,2026-06-23T02:10:00+00:00,2026-06-23T02:14:59.999000+00:00,1,67.3,89.04,0.6899,77.7601,0.011173,0.011452325,0.011452325,0.01061435,2.5,-1.073021,-1.041021,0.032,0.393806,-1.020317,False,SL
SYNUSDT,LONG,2026-06-23T02:20:00+00:00,2026-06-23T02:29:59.999000+00:00,1,44.18,89.77,0.6423,72.7141,0.26818,0.2614755,0.2614755,0.281589,2.5,-1.070981,-1.038981,0.032,0.065628,-1.127601,False,SL
SKHYNIXUSDT,SHORT,2026-06-23T02:50:00+00:00,2026-06-23T02:54:59.999000+00:00,1,40.29,100.0,0.725,80.0435,1792.47,1808.1712259097,1808.1712259097,1761.0675481805,0.875955,-1.206548,-1.115219,0.091329,0.25221,-1.259774,False,SL
SKHYNIXUSDT,SHORT,2026-06-23T03:15:00+00:00,2026-06-23T03:34:59.999000+00:00,1,40.16,100.0,0.725,80.024,1783.8,1756.3151129826,1798.3760209281,1754.6479581438,0.817133,1.223912,1.321815,0.097903,2.862235,-0.111828,True,AMBIGUOUS_STOP_FIRST
SOXLUSDT,LONG,2026-06-23T04:00:00+00:00,2026-06-23T04:09:59.999000+00:00,1,48.19,94.1,0.6561,75.8183,284.42,282.2998634299,282.2998634299,288.6602731402,0.745425,-1.240407,-1.133085,0.107321,0.386768,-1.457453,False,SL
SKHYNIXUSDT,SHORT,2026-06-23T04:10:00+00:00,2026-06-23T04:29:59.999000+00:00,1,33.39,81.1,0.6145,66.0843,1777.16,1772.9023365599,1791.674409704,1748.1311805921,0.816719,0.426862,0.524815,0.097953,1.282863,-0.559444,True,LOCKED_STOP
SLXUSDT,LONG,2026-06-23T05:10:00+00:00,2026-06-23T05:14:59.999000+00:00,1,27.31,93.38,0.6538,72.2701,0.20096,0.1986039388,0.1986039388,0.2056721223,1.172403,-1.152489,-1.084253,0.068236,0.089132,-1.570418,False,SL
SLXUSDT,SHORT,2026-06-23T05:25:00+00:00,2026-06-23T06:09:59.999000+00:00,1,30.63,86.96,0.6333,69.0574,0.1957,0.1947178676,0.1982637185,0.190572563,1.310025,0.554796,0.615864,0.061068,1.365204,-0.128719,True,LOCKED_STOP
HEIUSDT,LONG,2026-06-23T06:10:00+00:00,2026-06-23T06:19:59.999000+00:00,1,58.71,93.42,0.6539,77.0033,0.09003,0.0886246847,0.0886246847,0.0928406305,1.560941,-1.114284,-1.063032,0.051251,0.042695,-1.650875,False,SL
SOXLUSDT,SHORT,2026-06-23T06:40:00+00:00,2026-06-23T07:14:59.999000+00:00,1,32.92,83.98,0.6237,67.6784,263.22,266.1988320163,266.1988320163,257.2623359675,1.131689,-1.160099,-1.089408,0.070691,0.990321,-1.195099,False,SL
SKHYNIXUSDT,LONG,2026-06-23T07:15:00+00:00,2026-06-23T07:39:59.999000+00:00,1,43.83,98.77,0.6711,77.8636,1724.01,1705.3420600699,1705.3420600699,1761.3458798601,1.082821,-1.165187,-1.091306,0.073881,0.360511,-1.071891,False,SL
BEATUSDT,SHORT,2026-06-23T07:45:00+00:00,2026-06-23T08:14:59.999000+00:00,1,26.82,92.83,0.7021,73.8787,1.694,1.7070830483,1.7070830483,1.6678339033,0.772317,-1.23413,-1.130546,0.103584,0.382174,-1.681565,False,SL
SYNUSDT,SHORT,2026-06-23T08:50:00+00:00,2026-06-23T08:59:59.999000+00:00,2,39.18,98.75,0.671,77.1545,0.2575,0.2538961852,0.263558283,0.2453834339,2.352731,0.721698,0.755701,0.034003,1.558197,-0.004952,True,LOCKED_STOP
SKHYNIXUSDT,LONG,2026-06-23T09:05:00+00:00,2026-06-23T09:39:59.999000+00:00,2,40.09,100.0,0.725,80.0135,1695.56,1705.7907505845,1682.8735141309,1720.9329717383,0.748218,0.661807,0.768728,0.106921,1.820047,-0.107201,True,LOCKED_STOP
BLESSUSDT,LONG,2026-06-23T09:40:00+00:00,2026-06-23T09:54:59.999000+00:00,1,40.88,90.56,0.6448,72.6757,0.009999,0.0098283553,0.0098283553,0.0103402894,1.706618,-1.104443,-1.057567,0.046876,0.755957,-1.734598,False,SL
BLESSUSDT,LONG,2026-06-23T10:40:00+00:00,2026-06-23T11:29:59.999000+00:00,1,40.05,96.9,0.6651,76.2157,0.010351,0.0103953897,0.0101290513,0.0107948975,2.144225,0.515477,0.552787,0.03731,1.121881,-0.901109,True,LOCKED_STOP
SPCXUSDT,LONG,2026-06-23T13:35:00+00:00,2026-06-23T13:39:59.999000+00:00,1,41.15,79.65,0.6099,66.4102,152.99,151.6738914522,151.6738914522,155.6222170956,0.860258,-1.208182,-1.115187,0.092995,1.215705,-2.621364,False,SL
SOXLUSDT,SHORT,2026-06-23T13:40:00+00:00,2026-06-23T13:49:59.999000+00:00,1,67.94,100.0,0.725,84.191,237.97,236.8781072598,241.6404457502,230.6291084996,1.542399,0.532656,0.584524,0.051867,1.277774,-0.618453,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-23T13:50:00+00:00,2026-06-23T14:09:59.999000+00:00,1,57.67,100.0,0.675,80.6505,0.26325,0.2643704687,0.2576476566,0.2744546867,2.128146,0.514843,0.552435,0.037591,1.006722,-0.349854,True,LOCKED_STOP
BEATUSDT,LONG,2026-06-23T14:10:00+00:00,2026-06-23T14:24:59.999000+00:00,1,43.67,94.85,0.7085,77.5738,1.821,1.8248985954,1.8015070228,1.8599859544,1.070455,0.431294,0.506029,0.074735,1.026011,-0.410404,True,LOCKED_STOP
SNDKUSDT,LONG,2026-06-23T14:25:00+00:00,2026-06-23T14:29:59.999000+00:00,1,35.69,87.42,0.6347,70.0823,2049.01,2023.1791090762,2023.1791090762,2100.6717818475,1.260652,-1.141744,-1.078285,0.063459,0.079362,-1.082425,False,SL
ARXUSDT,SHORT,2026-06-23T14:55:00+00:00,2026-06-23T15:09:59.999000+00:00,1,44.67,86.1,0.6305,70.6663,0.3555,0.3614907659,0.3614907659,0.3435184682,1.685166,-1.107845,-1.060372,0.047473,0.0,-2.370315,False,SL
SLXUSDT,LONG,2026-06-23T15:10:00+00:00,2026-06-23T15:24:59.999000+00:00,1,24.34,100.0,0.725,77.651,0.20181,0.2047823789,0.2003238106,0.2047823789,0.73643,1.254146,1.362778,0.108632,2.005128,-0.800705,True,TP
BEATUSDT,LONG,2026-06-23T15:30:00+00:00,2026-06-23T15:49:59.999000+00:00,1,34.73,92.1,0.6997,74.6433,1.877,1.8936369403,1.8541244324,1.9227511352,1.21873,0.715123,0.780765,0.065642,1.74859,-0.655721,True,LOCKED_STOP
ARXUSDT,SHORT,2026-06-23T15:50:00+00:00,2026-06-23T15:54:59.999000+00:00,1,35.75,100.0,0.725,79.3625,0.357,0.3619709641,0.3619709641,0.3470580717,1.392427,-1.130307,-1.072853,0.057454,0.160935,-1.106425,False,SL
SPCXUSDT,LONG,2026-06-23T16:05:00+00:00,2026-06-23T16:34:59.999000+00:00,1,46.26,100.0,0.675,78.939,162.56,163.9737512536,161.1192758933,165.4414482135,0.886272,0.786608,0.876873,0.090266,1.998995,-0.562217,True,LOCKED_STOP
ARXUSDT,LONG,2026-06-23T16:40:00+00:00,2026-06-23T16:59:59.999000+00:00,1,39.22,79.9,0.6107,66.2652,0.3676,0.3703742443,0.3620999261,0.3786001479,1.496212,0.631178,0.684647,0.053468,1.527252,-0.34545,True,LOCKED_STOP
SOXLUSDT,SHORT,2026-06-23T17:05:00+00:00,2026-06-23T17:14:59.999000+00:00,1,39.42,92.88,0.6522,73.7976,234.54,237.6795485873,237.6795485873,228.2609028255,1.338598,-1.135507,-1.075743,0.059764,0.436368,-1.264513,False,SL
BLESSUSDT,LONG,2026-06-23T17:40:00+00:00,2026-06-23T18:09:59.999000+00:00,2,36.41,100.0,0.725,79.4615,0.009982,0.0100501099,0.0098954623,0.0101550754,0.866937,0.685064,0.777343,0.092279,1.802683,-0.473782,True,LOCKED_STOP
SOXLUSDT,SHORT,2026-06-23T18:20:00+00:00,2026-06-23T18:49:59.999000+00:00,1,33.72,100.0,0.725,79.058,230.64,226.2634688726,232.8458257218,226.2283485564,0.956393,1.305273,1.38892,0.083648,2.955809,-0.888556,True,AMBIGUOUS_STOP_FIRST
BEATUSDT,LONG,2026-06-23T19:50:00+00:00,2026-06-23T19:59:59.999000+00:00,1,62.76,90.71,0.6453,76.0444,2.264,2.2804794926,2.2139818059,2.3640363882,2.209284,0.582619,0.61883,0.036211,1.359505,-0.199927,True,LOCKED_STOP
QNTXUSDT,LONG,2026-06-23T20:10:00+00:00,2026-06-23T22:24:59.999000+00:00,1,42.84,100.0,0.725,80.426,77.43,78.0703291332,76.5575681963,79.1748636073,1.126736,0.706404,0.777405,0.071002,1.753719,-0.20632,True,LOCKED_STOP
SLXUSDT,LONG,2026-06-23T23:50:00+00:00,2026-06-24T00:04:59.999000+00:00,1,48.99,97.98,0.6685,78.1809,0.23005,0.2270610292,0.2270610292,0.2360279416,1.29927,-1.137501,-1.075928,0.061573,0.347946,-1.264649,False,SL
SLXUSDT,LONG,2026-06-24T00:25:00+00:00,2026-06-24T00:34:59.999000+00:00,1,50.81,97.31,0.6664,78.0667,0.23307,0.2336316856,0.230261572,0.2386868561,1.204972,0.450061,0.516452,0.066392,1.171474,-0.363193,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-24T00:40:00+00:00,2026-06-24T01:04:59.999000+00:00,1,41.12,96.46,0.6637,76.1219,0.28333,0.287415525,0.2769844921,0.2960210157,2.239617,0.740753,0.776473,0.03572,1.681504,-0.523205,True,LOCKED_STOP
BEATUSDT,LONG,2026-06-24T01:05:00+00:00,2026-06-24T01:19:59.999000+00:00,1,41.19,96.08,0.6625,75.9127,2.335,2.2804978733,2.2804978733,2.4440042535,2.334138,-1.076095,-1.041821,0.034274,0.238523,-1.614616,False,SL
SYNUSDT,LONG,2026-06-24T02:00:00+00:00,2026-06-24T02:04:59.999000+00:00,1,48.09,92.54,0.6511,74.9016,0.31345,0.30561375,0.30561375,0.3291225,2.5,-1.070981,-1.038981,0.032,0.149306,-1.037486,False,SL
SYNUSDT,LONG,2026-06-24T02:20:00+00:00,2026-06-24T03:14:59.999000+00:00,1,47.98,91.81,0.6488,74.4632,0.31188,0.304083,0.304083,0.327474,2.5,-1.070981,-1.038981,0.032,0.464281,-1.317173,False,SL
SKHYNIXUSDT,SHORT,2026-06-24T03:20:00+00:00,2026-06-24T03:29:59.999000+00:00,1,46.15,94.33,0.6569,75.6452,1622.54,1638.7121313552,1638.7121313552,1590.1957372896,0.996717,-1.181644,-1.10138,0.080264,0.066782,-2.164217,False,SL
SLXUSDT,LONG,2026-06-24T03:30:00+00:00,2026-06-24T03:49:59.999000+00:00,1,67.7,100.0,0.725,84.155,0.23724,0.2378171784,0.2343541082,0.2430117836,1.216444,0.451469,0.517235,0.065765,1.03261,-0.353444,True,LOCKED_STOP
SYNUSDT,SHORT,2026-06-24T03:50:00+00:00,2026-06-24T04:24:59.999000+00:00,1,33.3,83.9,0.6235,67.6892,0.3074,0.2972302886,0.3124848557,0.2972302886,1.65415,1.392653,1.441016,0.048363,2.316683,-0.900714,True,TP
SLXUSDT,LONG,2026-06-24T04:50:00+00:00,2026-06-24T05:04:59.999000+00:00,1,40.6,94.81,0.6584,75.0902,0.24658,0.2530101597,0.2433649202,0.2530101597,1.303869,1.360488,1.421844,0.061356,2.979708,-0.538089,True,TP
